Strategy,Event Date,Auction Series,Series,Entry Date,Exit Date,Entry Close,Exit Close,Return (%),Basket Avg Return (%),Rate (%),Forecast (%),Previous (%)
A_Auctions,2026-04-22,26245,26244,2026-04-20,2026-04-27,87.05,86.55,-0.5743825387708235,-0.8874176683452619,,,
A_Auctions,2026-04-22,26245,26245,2026-04-20,2026-04-27,89.6,88.736,-0.9642857142857064,-0.8874176683452619,,,
A_Auctions,2026-04-22,26245,26249,2026-04-20,2026-04-27,88.849,88.64,-0.2352305597136728,-0.8874176683452619,,,
A_Auctions,2026-04-22,26254,26230,2026-04-20,2026-04-27,63.422,62.991,-0.6795749109141935,-0.8874176683452619,,,
A_Auctions,2026-04-22,26254,26238,2026-04-20,2026-04-27,59.858,58.771,-1.8159644491964277,-0.8874176683452619,,,
A_Auctions,2026-04-22,26254,26240,2026-04-20,2026-04-27,62.65,61.989,-1.0550678371907485,-0.8874176683452619,,,
A_Auctions,2026-04-22,26254,26244,2026-04-20,2026-04-27,87.05,86.55,-0.5743825387708235,-0.8874176683452619,,,
A_Auctions,2026-04-22,26254,26245,2026-04-20,2026-04-27,89.6,88.736,-0.9642857142857064,-0.8874176683452619,,,
A_Auctions,2026-04-22,26254,26249,2026-04-20,2026-04-27,88.849,88.64,-0.2352305597136728,-0.8874176683452619,,,
A_Auctions,2026-04-29,26218,26230,2026-04-27,2026-05-05,62.991,62.536,-0.7223254115667266,-0.25470820294876684,,,
A_Auctions,2026-04-29,26218,26238,2026-04-27,2026-05-05,58.771,58.182,-1.0021949600993674,-0.25470820294876684,,,
A_Auctions,2026-04-29,26218,26240,2026-04-27,2026-05-05,61.989,61.744,-0.39523141202471024,-0.25470820294876684,,,
A_Auctions,2026-04-29,26218,26244,2026-04-27,2026-05-05,86.55,86.9,0.4043905257076874,-0.25470820294876684,,,
A_Auctions,2026-04-29,26218,26245,2026-04-27,2026-05-05,88.736,88.869,0.1498827984132589,-0.25470820294876684,,,
A_Auctions,2026-04-29,26218,26249,2026-04-27,2026-05-05,88.64,88.673,0.03722924187725685,-0.25470820294876684,,,
A_Auctions,2026-04-29,23238,26230,2026-04-27,2026-05-05,62.991,62.536,-0.7223254115667266,-0.25470820294876684,,,
A_Auctions,2026-04-29,23238,26238,2026-04-27,2026-05-05,58.771,58.182,-1.0021949600993674,-0.25470820294876684,,,
A_Auctions,2026-04-29,23238,26240,2026-04-27,2026-05-05,61.989,61.744,-0.39523141202471024,-0.25470820294876684,,,
A_Auctions,2026-04-29,23238,26244,2026-04-27,2026-05-05,86.55,86.9,0.4043905257076874,-0.25470820294876684,,,
A_Auctions,2026-04-29,23238,26245,2026-04-27,2026-05-05,88.736,88.869,0.1498827984132589,-0.25470820294876684,,,
A_Auctions,2026-04-29,23238,26249,2026-04-27,2026-05-05,88.64,88.673,0.03722924187725685,-0.25470820294876684,,,
A_Auctions,2026-05-06,23235,26230,2026-05-04,2026-05-13,62.919,62.284,-1.0092340946295963,-0.4128383165913056,,,
A_Auctions,2026-05-06,23235,26238,2026-05-04,2026-05-13,58.319,58.309,-0.01714707042302921,-0.4128383165913056,,,
A_Auctions,2026-05-06,23235,26240,2026-05-04,2026-05-13,62.249,61.827,-0.6779225369082265,-0.4128383165913056,,,
A_Auctions,2026-05-06,23235,26244,2026-05-04,2026-05-13,86.944,86.847,-0.1115660655134465,-0.4128383165913056,,,
A_Auctions,2026-05-06,23235,26245,2026-05-04,2026-05-13,89.0,88.849,-0.1696629213483125,-0.4128383165913056,,,
A_Auctions,2026-05-06,23235,26249,2026-05-04,2026-05-13,88.912,88.475,-0.49149721072522246,-0.4128383165913056,,,
A_Auctions,2026-05-06,26240,26230,2026-05-04,2026-05-13,62.919,62.284,-1.0092340946295963,-0.4128383165913056,,,
A_Auctions,2026-05-06,26240,26238,2026-05-04,2026-05-13,58.319,58.309,-0.01714707042302921,-0.4128383165913056,,,
A_Auctions,2026-05-06,26240,26240,2026-05-04,2026-05-13,62.249,61.827,-0.6779225369082265,-0.4128383165913056,,,
A_Auctions,2026-05-06,26240,26244,2026-05-04,2026-05-13,86.944,86.847,-0.1115660655134465,-0.4128383165913056,,,
A_Auctions,2026-05-06,26240,26245,2026-05-04,2026-05-13,89.0,88.849,-0.1696629213483125,-0.4128383165913056,,,
A_Auctions,2026-05-06,26240,26249,2026-05-04,2026-05-13,88.912,88.475,-0.49149721072522246,-0.4128383165913056,,,
A_Auctions,2026-05-13,26253,26230,2026-05-11,2026-05-18,62.547,62.026,-0.8329736038498958,-0.5935950090383002,,,
A_Auctions,2026-05-13,26253,26238,2026-05-11,2026-05-18,58.5,57.908,-1.0119658119658093,-0.5935950090383002,,,
A_Auctions,2026-05-13,26253,26240,2026-05-11,2026-05-18,61.947,61.733,-0.34545659999678513,-0.5935950090383002,,,
A_Auctions,2026-05-13,26253,26244,2026-05-11,2026-05-18,87.188,86.744,-0.5092443914300193,-0.5935950090383002,,,
A_Auctions,2026-05-13,26253,26245,2026-05-11,2026-05-18,88.998,88.7,-0.3348389851457356,-0.5935950090383002,,,
A_Auctions,2026-05-13,26253,26249,2026-05-11,2026-05-18,88.979,88.51,-0.5270906618415561,-0.5935950090383002,,,
A_Auctions,2026-05-13,26249,26230,2026-05-11,2026-05-18,62.547,62.026,-0.8329736038498958,-0.5935950090383002,,,
A_Auctions,2026-05-13,26249,26238,2026-05-11,2026-05-18,58.5,57.908,-1.0119658119658093,-0.5935950090383002,,,
A_Auctions,2026-05-13,26249,26240,2026-05-11,2026-05-18,61.947,61.733,-0.34545659999678513,-0.5935950090383002,,,
A_Auctions,2026-05-13,26249,26244,2026-05-11,2026-05-18,87.188,86.744,-0.5092443914300193,-0.5935950090383002,,,
A_Auctions,2026-05-13,26249,26245,2026-05-11,2026-05-18,88.998,88.7,-0.3348389851457356,-0.5935950090383002,,,
A_Auctions,2026-05-13,26249,26249,2026-05-11,2026-05-18,88.979,88.51,-0.5270906618415561,-0.5935950090383002,,,
A_Auctions,2026-05-20,26252,26230,2026-05-18,2026-05-25,62.026,62.097,0.11446812626962899,-0.12412651341839702,,,
A_Auctions,2026-05-20,26252,26238,2026-05-18,2026-05-25,57.908,57.729,-0.3091110036609779,-0.12412651341839702,,,
A_Auctions,2026-05-20,26252,26240,2026-05-18,2026-05-25,61.733,61.757,0.03887709976835296,-0.12412651341839702,,,
A_Auctions,2026-05-20,26252,26244,2026-05-18,2026-05-25,86.744,86.599,-0.16715853546066528,-0.12412651341839702,,,
A_Auctions,2026-05-20,26252,26245,2026-05-18,2026-05-25,88.7,88.404,-0.33370913190530205,-0.12412651341839702,,,
A_Auctions,2026-05-20,26252,26249,2026-05-18,2026-05-25,88.51,88.432,-0.08812563552141883,-0.12412651341839702,,,
A_Auctions,2026-05-20,20228,26230,2026-05-18,2026-05-25,62.026,62.097,0.11446812626962899,-0.12412651341839702,,,
A_Auctions,2026-05-20,20228,26238,2026-05-18,2026-05-25,57.908,57.729,-0.3091110036609779,-0.12412651341839702,,,
A_Auctions,2026-05-20,20228,26240,2026-05-18,2026-05-25,61.733,61.757,0.03887709976835296,-0.12412651341839702,,,
A_Auctions,2026-05-20,20228,26244,2026-05-18,2026-05-25,86.744,86.599,-0.16715853546066528,-0.12412651341839702,,,
A_Auctions,2026-05-20,20228,26245,2026-05-18,2026-05-25,88.7,88.404,-0.33370913190530205,-0.12412651341839702,,,
A_Auctions,2026-05-20,20228,26249,2026-05-18,2026-05-25,88.51,88.432,-0.08812563552141883,-0.12412651341839702,,,
A_Auctions,2026-05-27,26251,26230,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26251,26238,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26251,26240,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26251,26244,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26251,26245,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26251,26249,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26230,26230,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26230,26238,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26230,26240,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26230,26244,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26230,26245,2026-05-25,,,,,,,,
A_Auctions,2026-05-27,26230,26249,2026-05-25,,,,,,,,
B_Rates_Dovish_Consensus,2025-12-19,,26230,2025-12-12,2026-01-08,63.827,63.912,0.13317248186504038,0.017608267038371483,16.0,16.0,16.5
B_Rates_Dovish_Consensus,2025-12-19,,26238,2025-12-12,2026-01-08,60.028,60.16,0.21989738122210056,0.017608267038371483,16.0,16.0,16.5
B_Rates_Dovish_Consensus,2025-12-19,,26221,2025-12-12,2026-01-08,72.536,72.146,-0.537664056468512,0.017608267038371483,16.0,16.0,16.5
B_Rates_Dovish_Consensus,2025-12-19,,26225,2025-12-12,2026-01-08,68.228,68.402,0.255027261534857,0.017608267038371483,16.0,16.0,16.5
B_Rates_Dovish_Consensus,2026-03-20,,26230,2026-03-13,2026-04-01,64.252,62.742,-2.350121396999316,-1.5553544714000556,15.0,15.0,15.5
B_Rates_Dovish_Consensus,2026-03-20,,26238,2026-03-13,2026-04-01,61.107,59.429,-2.746002912923229,-1.5553544714000556,15.0,15.0,15.5
B_Rates_Dovish_Consensus,2026-03-20,,26221,2026-03-13,2026-04-01,72.975,72.647,-0.4494689962315723,-1.5553544714000556,15.0,15.0,15.5
B_Rates_Dovish_Consensus,2026-03-20,,26225,2026-03-13,2026-04-01,68.065,67.605,-0.6758245794461049,-1.5553544714000556,15.0,15.0,15.5
B_Rates_Dovish_Consensus,2026-04-24,,26230,2026-04-19,2026-05-05,63.485,62.536,-1.4948413010947403,-1.348354264823437,14.5,14.5,15.0
B_Rates_Dovish_Consensus,2026-04-24,,26238,2026-04-19,2026-05-05,59.774,58.182,-2.6633653427911796,-1.348354264823437,14.5,14.5,15.0
B_Rates_Dovish_Consensus,2026-04-24,,26221,2026-04-19,2026-05-05,73.819,73.235,-0.7911242363077275,-1.348354264823437,14.5,14.5,15.0
B_Rates_Dovish_Consensus,2026-04-24,,26225,2026-04-19,2026-05-05,68.23,67.927,-0.4440861791001005,-1.348354264823437,14.5,14.5,15.0
